id,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm
23588293,West Town,41.90129,-87.68252,Entire home/apt,6,1 bath,3,5,$151.00 ,3,1125,3,3,1125,1125,3,1125
23590263,Irving Park,41.95942,-87.71171,Entire home/apt,5,1 bath,3,3,$105.00 ,1,30,2,5,1125,1125,4.7,1125
23591783,Lake View,41.94661,-87.65398,Entire home/apt,6,2 baths,2,4,$400.00 ,7,1125,7,7,1125,1125,7,1125
23593143,West Town,41.89629,-87.67131,Entire home/apt,4,1 bath,1,2,$173.00 ,2,30,2,2,1125,1125,2,1125
23599181,Lower West Side,41.84905,-87.68392,Entire home/apt,4,1 bath,2,2,$123.00 ,3,1125,3,3,1125,1125,3,1125
23609502,Jefferson Park,41.97851,-87.76757,Entire home/apt,3,1 bath,1,2,$82.00 ,2,29,2,2,1125,1125,2,1125
23611441,East Garfield Park,41.88514,-87.7027,Entire home/apt,3,1 bath,1,2,$42.00 ,7,1125,7,7,1125,1125,7,1125
23613666,Uptown,41.96381,-87.65589,Private room,2,1 private bath,1,1,$75.00 ,2,60,2,2,1125,1125,2,1125
23614862,Near West Side,41.88333,-87.64945,Entire home/apt,4,2 baths,2,2,$361.00 ,3,1125,3,3,1125,1125,3,1125
23628273,Lincoln Square,41.97049,-87.69239,Private room,4,1 private bath,1,2,$95.00 ,2,1125,2,2,1125,1125,2,1125
23629667,West Town,41.90838,-87.68801,Entire home/apt,4,1 bath,1,2,$76.00 ,3,30,2,4,1125,1125,3,1125
23641539,Lake View,41.94685,-87.64956,Private room,2,1 shared bath,1,1,$25.00 ,2,1125,2,360,1125,1125,222.4,1125
23658333,Loop,41.88627,-87.63384,Entire home/apt,6,1 bath,2,3,$258.00 ,1,1125,1,4,1,1125,3.8,962.6
23667504,Edgewater,41.99617,-87.6683,Private room,1,1 shared bath,1,1,$59.00 ,1,7,2,2,1125,1125,2,1125
23669582,West Town,41.90962,-87.67477,Entire home/apt,6,2 baths,2,3,$168.00 ,3,365,2,3,1125,1125,2.6,1125
23683187,Jefferson Park,41.97732,-87.76459,Entire home/apt,1,1 bath,1,1,$80.00 ,29,1125,29,29,1125,1125,29,1125
23683517,Near North Side,41.89251,-87.61617,Private room,4,1 private bath,1,2,$179.00 ,1,1125,1,1,1125,1125,1,1125
23684890,Portage Park,41.95565,-87.77319,Entire home/apt,8,1 bath,3,3,$57.00 ,1,10,2,2,10,10,2,10
23687181,Grand Boulevard,41.81183,-87.61685,Entire home/apt,5,1 bath,2,2,$165.00 ,7,180,7,7,180,180,7,180
23733539,Grand Boulevard,41.80668,-87.62311,Private room,2,1 shared bath,1,1,$21.00 ,2,1000,2,2,1000,1000,2,1000
23744056,Near West Side,41.88555,-87.64192,Entire home/apt,2,1 bath,1,,$199.00 ,2,1125,2,2,1125,1125,2,1125
23754213,Loop,41.88555,-87.61779,Entire home/apt,4,1 bath,,2,$400.00 ,2,1124,2,2,1124,1124,2,1124
23756712,Lake View,41.934,-87.65164,Entire home/apt,2,1 bath,1,1,$141.00 ,2,1125,2,2,1125,1125,2,1125
23766789,Lower West Side,41.85035,-87.68521,Private room,2,1 shared bath,1,1,$107.00 ,1,7,2,2,7,7,2,7
23768638,Logan Square,41.91526,-87.68751,Entire home/apt,4,1 bath,2,2,$83.00 ,2,35,2,4,1125,1125,3.4,1125
23782141,Logan Square,41.92436,-87.69817,Entire home/apt,5,1 bath,2,3,$202.00 ,1,1125,1,1,1125,1125,1,1125
23785794,Irving Park,41.95829,-87.7207,Entire home/apt,7,2 baths,4,4,$115.00 ,2,1125,2,2,1125,1125,2,1125
23790444,Near North Side,41.89495,-87.6326,Entire home/apt,4,1 bath,,2,$400.00 ,2,1124,2,2,1124,1124,2,1124
23799502,Lake View,41.96143,-87.66714,Entire home/apt,10,2 baths,4,5,$102.00 ,1,365,2,2,1125,1125,2,1125
23842375,Lake View,41.94257,-87.65434,Entire home/apt,4,1 bath,2,3,$140.00 ,21,1125,21,21,1125,1125,21,1125
23844036,Irving Park,41.95543,-87.71186,Entire home/apt,4,1 bath,3,3,$86.00 ,5,180,5,6,180,180,5.3,180
23844764,Armour Square,41.85313,-87.63256,Entire home/apt,6,1 bath,2,4,$189.00 ,1,365,1,2,1125,1125,1.3,1125
23850772,Lake View,41.94232,-87.6699,Entire home/apt,4,2 baths,2,2,$164.00 ,30,1125,30,60,1125,1125,42.7,1125
23874369,Near North Side,41.90881,-87.63284,Entire home/apt,7,1 bath,2,2,$130.00 ,2,1125,2,4,1125,1125,2.6,1125
23883067,Near North Side,41.89759,-87.63667,Shared room,2,1 shared bath,1,1,$60.00 ,1,1125,2,2,1125,1125,2,1125
23883226,Brighton Park,41.81699,-87.69214,Entire home/apt,12,2 baths,5,5,$275.00 ,2,1125,2,2,1125,1125,2,1125
23883681,Irving Park,41.95875,-87.7124,Entire home/apt,5,1 bath,2,3,$83.00 ,5,1125,5,5,1125,1125,5,1125
23895370,Clearing,41.78215,-87.73905,Private room,6,1 shared bath,2,2,$60.00 ,2,11,2,2,11,11,2,11
23916714,Portage Park,41.94619,-87.76908,Entire home/apt,2,1 bath,1,1,$95.00 ,2,1125,2,2,1125,1125,2,1125
23924481,Near North Side,41.90996,-87.64311,Private room,2,1 private bath,1,1,$90.00 ,1,7,2,2,7,7,2,7
23944951,Logan Square,41.92117,-87.69249,Entire home/apt,4,1 bath,2,2,$178.00 ,3,29,3,3,1125,1125,3,1125
23956960,Near North Side,41.89004,-87.63176,Private room,2,1 private bath,1,1,$72.00 ,3,60,3,5,1125,1125,3.9,1125
23963512,Douglas,41.83282,-87.61973,Entire home/apt,6,1 bath,3,3,$175.00 ,2,1125,2,2,1125,1125,2,1125
23979214,West Garfield Park,41.87593,-87.72124,Private room,2,1 shared bath,1,1,$33.00 ,30,365,30,30,365,365,30,365
23979995,Albany Park,41.97269,-87.71863,Entire home/apt,14,2.5 baths,3,9,$214.00 ,3,14,2,5,1125,1125,3.2,1125
23983468,Armour Square,41.85314,-87.6318,Entire home/apt,5,1 bath,2,3,$189.00 ,1,365,2,2,1125,1125,2,1125
23992470,Hermosa,41.91787,-87.72725,Entire home/apt,3,1 bath,2,2,$95.00 ,1,25,2,2,1125,1125,2,1125
23995874,Lincoln Park,41.92132,-87.66101,Entire home/apt,2,2 baths,1,1,$145.00 ,2,6,2,2,6,6,2,6
24010309,West Town,41.90706,-87.66563,Entire home/apt,10,2 baths,4,4,$256.00 ,2,1120,2,2,1125,1125,2,1125
24010772,Lake View,41.96122,-87.66743,Entire home/apt,8,2 baths,3,5,$97.00 ,1,365,2,2,1125,1125,2,1125
24011334,West Town,41.90839,-87.66906,Entire home/apt,15,3.5 baths,5,10,$550.00 ,3,45,2,3,1125,1125,2.4,1125
24034913,West Town,41.89823,-87.68656,Private room,2,1 shared bath,1,1,$85.00 ,2,5,2,2,1125,1125,2,1125
24066022,Logan Square,41.92657,-87.68916,Entire home/apt,6,1 bath,,1,$117.00 ,2,60,2,2,1125,1125,2,1125
24085799,Armour Square,41.84976,-87.63126,Private room,2,2 shared baths,1,1,$59.00 ,1,1125,2,2,1125,1125,2,1125
24098513,Lake View,41.9492,-87.65532,Entire home/apt,9,1 bath,3,4,$116.00 ,5,1125,2,60,1125,1125,49.2,1125
24154584,Near North Side,41.90083,-87.64411,Entire home/apt,2,1 bath,1,1,$192.00 ,3,1111,3,3,3,1111,3,655.4
24162662,Brighton Park,41.81868,-87.69664,Entire home/apt,4,1 bath,2,2,$69.00 ,2,30,2,2,30,30,2,30
24169863,Loop,41.88624,-87.62626,Entire home/apt,3,1 bath,1,1,$215.00 ,1,7,2,2,7,7,2,7
24179656,Avondale,41.9365,-87.71977,Entire home/apt,4,1 bath,2,2,$93.00 ,30,1125,30,30,1125,1125,30,1125
24183839,Loop,41.88476,-87.62978,Entire home/apt,2,1 bath,1,1,$332.00 ,2,1125,2,3,1125,1125,2.4,1125
24209632,West Town,41.91244,-87.67855,Entire home/apt,4,1 bath,2,3,$149.00 ,1,1125,1,2,1125,1125,1.3,1125
24222166,Near North Side,41.892208,-87.627495,Private room,2,1 private bath,1,1,$139.00 ,1,1125,1,1,1125,1125,1,1125
24234071,Brighton Park,41.81899,-87.69867,Shared room,2,1 shared bath,1,1,$39.00 ,1,1125,2,2,1125,1125,2,1125
24242358,Logan Square,41.91497,-87.68288,Entire home/apt,2,1 bath,,1,$99.00 ,5,1125,5,5,1125,1125,5,1125
24242931,Rogers Park,42.01813,-87.67454,Entire home/apt,6,2 baths,3,3,$275.00 ,2,30,2,2,1125,1125,2,1125
24243936,Near North Side,41.90057,-87.64284,Entire home/apt,4,1 bath,2,3,$250.00 ,3,1125,3,3,3,1125,3,698.1
24246353,Near North Side,41.89964,-87.64229,Entire home/apt,4,1 bath,2,2,$250.00 ,3,1125,3,3,3,1125,3,672.9
24247126,Near North Side,41.89888,-87.64314,Entire home/apt,2,1 bath,1,1,$192.00 ,3,1111,3,3,3,1111,3,821.3
24248660,Near North Side,41.89936,-87.64456,Entire home/apt,2,1 bath,1,1,$192.00 ,3,1111,3,3,3,1111,3,692.1
24250178,Portage Park,41.95852,-87.75121,Entire home/apt,4,1 bath,1,2,$88.00 ,1,1125,2,2,1125,1125,2,1125
24267953,Lake View,41.93514,-87.64845,Entire home/apt,3,1 bath,1,2,$120.00 ,2,30,2,2,30,30,2,30
24286510,West Town,41.9008,-87.66636,Entire home/apt,6,2 baths,2,2,$99.00 ,6,1125,6,6,1125,1125,6,1125
24288027,Lincoln Square,41.97132,-87.69051,Entire home/apt,4,1 bath,2,2,$105.00 ,2,1125,2,2,1125,1125,2,1125
24289063,Loop,41.88533,-87.63217,Entire home/apt,5,1 bath,1,2,$251.00 ,1,1125,2,4,1,1125,3.8,1071.7
24308930,Near North Side,41.90088,-87.64292,Entire home/apt,2,1 bath,1,1,$192.00 ,3,1111,3,3,3,1111,3,652.2
24313609,Logan Square,41.9185,-87.70978,Entire home/apt,2,1 bath,1,1,$60.00 ,1,14,2,4,14,14,2.9,14
24326633,Near North Side,41.89749,-87.63495,Entire home/apt,7,1 bath,2,4,$147.00 ,4,1124,2,5,1125,1125,4.2,1125
24329678,West Town,41.90394,-87.67599,Entire home/apt,14,3 baths,4,7,$666.00 ,1,1125,2,4,3,1125,3,973.4
24332190,Humboldt Park,41.91018,-87.71506,Entire home/apt,7,1.5 baths,2,5,$196.00 ,2,27,2,2,27,27,2,27
24335220,Bridgeport,41.84407,-87.64257,Entire home/apt,6,1 bath,1,2,$214.00 ,2,30,2,2,30,30,2,30
24340435,West Town,41.90004,-87.69215,Entire home/apt,6,1 bath,3,3,$248.00 ,2,25,2,2,1125,1125,2,1125
24354033,Brighton Park,41.8247,-87.68851,Private room,1,1 shared bath,1,1,$29.00 ,15,1125,15,15,1125,1125,15,1125
24358953,Calumet Heights,41.72805,-87.57747,Private room,4,1 shared bath,1,1,$25.00 ,2,68,2,2,68,68,2,68
24396464,Humboldt Park,41.90383,-87.70968,Entire home/apt,4,1 bath,3,3,$60.00 ,1,30,2,2,30,30,2,30
24399639,Calumet Heights,41.72966,-87.57827,Private room,4,3 shared baths,1,1,$25.00 ,2,65,2,2,65,65,2,65
24410957,Rogers Park,42.00225,-87.67511,Private room,2,1 private bath,,1,$60.00 ,3,1125,3,3,1125,1125,3,1125
24446309,Lower West Side,41.85555,-87.67569,Entire home/apt,5,1 bath,2,2,$600.00 ,60,365,60,60,365,365,60,365
24446580,West Garfield Park,41.87074,-87.72274,Entire home/apt,9,1 bath,3,3,$109.00 ,7,28,7,7,28,28,7,28
24447062,North Center,41.94264,-87.67616,Entire home/apt,2,1 bath,1,1,$85.00 ,2,1125,2,2,1125,1125,2,1125
24450972,North Park,41.97208,-87.73109,Private room,2,1 shared bath,1,1,$45.00 ,14,1125,14,14,1125,1125,14,1125
24453434,North Park,41.97807,-87.71667,Entire home/apt,8,2 baths,4,4,$140.00 ,29,32,14,29,25,1125,27.8,1040.4
24486718,Logan Square,41.92526,-87.7153,Entire home/apt,6,2 baths,3,3,$211.00 ,32,1125,7,32,180,1125,25.2,866.3
24488692,Grand Boulevard,41.81535,-87.61094,Entire home/apt,3,1 bath,1,1,$115.00 ,3,1125,3,3,1125,1125,3,1125
24489653,Logan Square,41.9249,-87.68287,Entire home/apt,8,4.5 baths,4,4,$400.00 ,3,100,3,3,100,100,3,100
24495261,Irving Park,41.95592,-87.71879,Entire home/apt,4,1 bath,2,3,$105.00 ,2,30,2,2,30,30,2,30
24497787,Near West Side,41.86918,-87.68579,Private room,2,1 shared bath,1,1,$49.00 ,2,1125,2,2,1125,1125,2,1125
24497914,Near West Side,41.86944,-87.6842,Private room,2,1 private bath,1,1,$59.00 ,2,1125,2,2,1125,1125,2,1125
24499092,Bridgeport,41.84348,-87.64545,Entire home/apt,8,2 baths,3,4,$175.00 ,1,1125,2,2,1125,1125,2,1125
24541340,Armour Square,41.85202,-87.63834,Private room,2,3 shared baths,1,1,$69.00 ,1,30,2,2,30,30,2,30
24555472,Lake View,41.94717,-87.65357,Entire home/apt,5,2 baths,2,3,$124.00 ,1,1125,2,2,1125,1125,2,1125
24562425,Austin,41.87563,-87.75342,Entire home/apt,6,1 bath,3,4,$154.00 ,1,30,2,2,1125,1125,2,1125
24563245,Grand Boulevard,41.81453,-87.61156,Entire home/apt,4,1 bath,1,2,$105.00 ,2,1125,2,3,29,1125,2.1,1055.6
24569071,Irving Park,41.95612,-87.71586,Entire home/apt,5,1 bath,2,2,$105.00 ,2,29,2,2,29,29,2,29
24582570,Norwood Park,41.99089,-87.78395,Private room,2,1.5 shared baths,1,1,$66.00 ,7,1125,7,7,1125,1125,7,1125
24598724,West Town,41.89861,-87.66268,Entire home/apt,3,1 bath,2,2,$150.00 ,2,45,2,2,1125,1125,2,1125
24600275,Lake View,41.93896,-87.6515,Entire home/apt,6,1 bath,2,2,$115.00 ,1,1125,2,2,1125,1125,2,1125
24621194,Calumet Heights,41.73448,-87.58775,Entire home/apt,8,1.5 baths,2,3,$155.00 ,3,365,3,3,365,365,3,365
24626961,West Town,41.89397,-87.65329,Entire home/apt,8,3.5 baths,4,6,$933.00 ,1,365,2,2,1125,1125,2,1125
24628815,Bridgeport,41.83577,-87.65174,Private room,1,1 shared bath,1,1,$49.00 ,3,10,2,3,10,10,2.7,10
24631726,Armour Square,41.85098,-87.63868,Private room,2,3 shared baths,1,1,$55.00 ,1,60,2,2,1125,1125,2,1125
24631833,Rogers Park,42.01684,-87.67415,Entire home/apt,5,2 baths,3,3,$271.00 ,2,30,2,2,1125,1125,2,1125
24632963,Lake View,41.9461,-87.65297,Entire home/apt,2,1 bath,1,1,$80.00 ,2,10,2,2,10,10,2,10
24647371,Bridgeport,41.83371,-87.65286,Private room,2,3 shared baths,1,1,$60.00 ,2,15,2,2,15,15,2,15
24651325,Near West Side,41.87899,-87.68663,Private room,4,1 private bath,1,1,$75.00 ,2,1125,2,2,1125,1125,2,1125
24652942,West Town,41.90819,-87.69037,Entire home/apt,6,1 bath,2,4,$187.00 ,3,180,3,4,1125,1125,3.4,1125
24672714,Lake View,41.94587,-87.65834,Entire home/apt,4,1 bath,1,2,$225.00 ,2,10,2,2,10,10,2,10
24672882,Uptown,41.95899,-87.6574,Entire home/apt,4,1 bath,1,1,$67.00 ,3,28,3,3,1125,1125,3,1125
24689136,Near West Side,41.87612,-87.67926,Private room,4,3 shared baths,1,1,$29.00 ,2,30,2,2,1125,1125,2,1125
24693882,North Park,41.97208,-87.73109,Private room,2,1 private bath,1,1,$75.00 ,20,1125,20,20,1125,1125,20,1125
24694181,Lincoln Square,41.96785,-87.69573,Entire home/apt,4,1 bath,2,2,$75.00 ,10,60,10,10,1125,1125,10,1125
24695751,North Park,41.97208,-87.73109,Private room,2,1 shared bath,1,1,$45.00 ,14,1125,14,14,1125,1125,14,1125
24697393,Lincoln Park,41.92065,-87.65291,Entire home/apt,4,1 bath,2,2,$325.00 ,2,1125,2,2,1125,1125,2,1125
24727104,West Town,41.90123,-87.66899,Private room,4,1 private bath,2,2,$94.00 ,4,1125,4,4,1125,1125,4,1125
24736677,East Garfield Park,41.87842,-87.69659,Entire home/apt,6,1 bath,3,3,$200.00 ,3,1125,3,3,1125,1125,3,1125
24747364,Austin,41.88941,-87.77036,Private room,1,1.5 shared baths,1,1,$30.00 ,1,1125,2,2,1125,1125,2,1125
24751573,Lincoln Park,41.91273,-87.64739,Entire home/apt,4,1 bath,1,1,$189.00 ,3,1125,3,4,1125,1125,3.2,1125
24751953,Uptown,41.97114,-87.6613,Entire home/apt,4,2 baths,2,2,$222.00 ,1,1124,2,4,3,1125,3,966.1
24754678,West Town,41.91093,-87.6842,Entire home/apt,6,1 bath,2,3,$210.00 ,1,1124,2,4,3,1125,3,968.6
24754767,Portage Park,41.94407,-87.76,Entire home/apt,5,1 bath,2,2,$103.00 ,4,120,3,4,120,120,4,120
24783093,Austin,41.88809,-87.77038,Private room,1,1.5 shared baths,1,1,$30.00 ,1,1125,2,2,1125,1125,2,1125
24784101,West Town,41.90333,-87.66571,Private room,2,1 shared bath,1,1,$65.00 ,4,1124,4,4,1124,1124,4,1124
24792759,West Town,41.91018,-87.68956,Entire home/apt,14,2.5 baths,3,7,$839.00 ,2,1124,2,2,1125,1125,2,1125
24798790,Avondale,41.9345,-87.72006,Entire home/apt,4,1 bath,2,2,$99.00 ,14,1124,14,14,1125,1125,14,1125
24801073,Avondale,41.9345,-87.72006,Entire home/apt,4,1 bath,2,2,$69.00 ,14,1124,14,14,1125,1125,14,1125
24801700,Near South Side,41.85326,-87.62408,Entire home/apt,2,1 bath,,1,$150.00 ,90,120,90,90,120,120,90,120
24827736,West Town,41.90802,-87.6893,Private room,1,1 shared bath,1,1,$66.00 ,2,4,2,2,4,4,2,4
24842628,Lincoln Park,41.9244,-87.65234,Entire home/apt,10,3.5 baths,4,7,$750.00 ,2,31,2,2,31,31,2,31
24865372,Logan Square,41.92987,-87.7022,Entire home/apt,3,2 baths,2,2,$122.00 ,3,1125,2,3,1125,1125,2.9,1125
24884473,Jefferson Park,41.98015,-87.76916,Entire home/apt,6,1 bath,3,3,$90.00 ,2,29,2,2,1125,1125,2,1125
24885019,Jefferson Park,41.9795,-87.76978,Entire home/apt,6,1 bath,3,3,$89.00 ,2,29,2,2,1125,1125,2,1125
24894665,Lake View,41.94959,-87.66193,Entire home/apt,8,1 bath,3,4,$250.00 ,2,90,2,2,1125,1125,2,1125
24908843,Logan Square,41.92295,-87.69962,Private room,2,1 shared bath,1,1,$45.00 ,2,1125,2,2,1125,1125,2,1125
24916539,North Center,41.94306,-87.68128,Entire home/apt,4,1 bath,2,2,$119.00 ,2,16,2,2,1125,1125,2,1125
24916674,West Town,41.90762,-87.66768,Entire home/apt,3,1 bath,2,2,$89.00 ,2,1125,2,2,1125,1125,2,1125
24921452,Logan Square,41.92489,-87.7255,Private room,2,1.5 baths,1,1,$99.00 ,2,75,2,2,75,75,2,75
24922509,Near West Side,41.88153,-87.65736,Entire home/apt,6,1.5 baths,2,4,$181.00 ,3,28,2,5,1125,1125,4.6,1125
24931653,Irving Park,41.962902,-87.735336,Entire home/apt,6,1.5 baths,4,5,$125.00 ,1,90,2,2,90,90,2,90
24940061,Bridgeport,41.83596,-87.65344,Entire home/apt,4,1 bath,1,2,$90.00 ,2,30,2,2,1125,1125,2,1125
24944885,Jefferson Park,41.97059,-87.75333,Entire home/apt,3,1 bath,1,2,$82.00 ,1,28,2,2,1125,1125,2,1125
24965357,West Town,41.91108,-87.66765,Entire home/apt,5,1 bath,2,3,$166.00 ,2,45,2,2,1125,1125,2,1125
24967940,Uptown,41.96113,-87.65023,Entire home/apt,10,2.5 baths,4,7,$201.00 ,4,1124,3,4,1125,1125,4,1125
24968154,Near North Side,41.90079,-87.64301,Entire home/apt,2,1 bath,1,1,$158.00 ,32,1125,32,32,32,365,32,238.6
24969336,West Town,41.91028,-87.66899,Entire home/apt,6,2.5 baths,3,4,$450.00 ,2,30,2,2,30,30,2,30
24984292,Near North Side,41.90043,-87.64273,Entire home/apt,2,1 bath,1,1,$158.00 ,32,1125,32,32,32,365,32,238.6
25006206,Near West Side,41.87282,-87.65204,Entire home/apt,6,1 bath,2,3,$149.00 ,1,1125,2,2,1125,1125,2,1125
25006252,Near West Side,41.86876,-87.65965,Entire home/apt,11,2.5 baths,3,5,$499.00 ,2,1125,2,2,1125,1125,2,1125
25011303,Logan Square,41.9159,-87.68878,Entire home/apt,6,2 baths,2,2,$167.00 ,5,15,3,5,1125,1125,4.9,1125
25014525,West Town,41.89057,-87.66552,Private room,2,1 shared bath,1,,$71.00 ,1,1125,2,2,1125,1125,2,1125
25015036,Belmont Cragin,41.9356,-87.78526,Entire home/apt,2,1 bath,1,1,$70.00 ,32,1125,32,32,1125,1125,32,1125
25015520,Lake View,41.93684,-87.64743,Entire home/apt,3,1 bath,1,2,$103.00 ,1,7,2,3,1,7,2,6.9
25017397,Douglas,41.82604,-87.62388,Entire home/apt,5,1 bath,2,2,$78.00 ,2,14,2,2,14,14,2,14
25035559,Portage Park,41.95544,-87.75981,Entire home/apt,5,1 bath,1,3,$114.00 ,2,1125,2,2,1125,1125,2,1125
25036298,Near West Side,41.87134,-87.68856,Entire home/apt,5,2.5 baths,3,2,$95.00 ,3,1125,3,4,1125,1125,3.6,1125
25055595,Avondale,41.93312,-87.71976,Entire home/apt,2,1 bath,,2,$108.00 ,2,1125,2,2,1125,1125,2,1125
25064515,Irving Park,41.962902,-87.735336,Private room,2,1.5 shared baths,1,1,$38.00 ,1,1125,2,2,1125,1125,2,1125
25069194,Avondale,41.94308,-87.72137,Entire home/apt,4,1 bath,1,2,$46.00 ,28,1125,3,28,1125,1125,26.5,1125
25079342,Irving Park,41.94154,-87.73602,Entire home/apt,5,1 bath,2,2,$128.00 ,2,90,2,2,1125,1125,2,1125
25081251,Avondale,41.94371,-87.70453,Private room,2,2 baths,2,2,$250.00 ,1,30,2,2,30,30,2,30
25083260,Hermosa,41.9174,-87.7396,Entire home/apt,2,1 bath,1,1,$55.00 ,2,1125,2,2,1125,1125,2,1125
25084720,West Ridge,42.01544,-87.69487,Private room,2,1 shared bath,1,,$36.00 ,1,1125,2,2,1125,1125,2,1125
25085201,Lincoln Park,41.92817,-87.64679,Entire home/apt,2,1 bath,1,1,$159.00 ,1,6,2,2,6,6,2,6
25092696,Irving Park,41.962902,-87.735336,Private room,1,1.5 shared baths,1,1,$38.00 ,1,90,2,2,90,90,2,90
25092958,Irving Park,41.962902,-87.735336,Private room,3,1.5 shared baths,1,1,$42.00 ,1,90,2,2,90,90,2,90
25093286,Irving Park,41.962902,-87.735336,Private room,2,1.5 shared baths,1,1,$42.00 ,1,90,2,2,90,90,2,90
25108100,West Town,41.9001,-87.68791,Entire home/apt,4,1 bath,1,2,$74.00 ,3,28,2,3,3,28,3,27.9
25116525,Near North Side,41.90052,-87.62846,Entire home/apt,2,1 bath,,1,$75.00 ,1,1125,2,2,1125,1125,2,1125
25129756,North Center,41.95696,-87.67864,Entire home/apt,2,1 bath,1,2,$61.00 ,1,1125,2,2,1125,1125,2,1125
25139005,Lincoln Park,41.93164,-87.66559,Entire home/apt,12,2.5 baths,3,6,$250.00 ,1,1124,2,2,1125,1125,2,1125
25167438,Irving Park,41.9603,-87.7123,Entire home/apt,5,1 bath,3,3,$105.00 ,1,30,2,5,1125,1125,4.7,1125
25179364,Lake View,41.95097,-87.67327,Entire home/apt,12,2 baths,4,6,$243.00 ,2,179,2,3,179,179,2,179
25179867,Lake View,41.94586,-87.65865,Entire home/apt,7,2 baths,2,3,$156.00 ,2,120,2,2,120,120,2,120
25184769,Near North Side,41.90041,-87.64422,Entire home/apt,2,1 bath,1,1,$158.00 ,32,1125,32,32,32,365,32,238.6
25185122,Hegewisch,41.65634,-87.5375,Entire home/apt,3,1 bath,2,2,$200.00 ,7,1125,7,7,1125,1125,7,1125
25185506,Near West Side,41.87633,-87.67921,Private room,4,3 shared baths,1,1,$35.00 ,2,30,2,2,1125,1125,2,1125
25186495,Near West Side,41.87772,-87.67912,Private room,4,3 shared baths,1,1,$50.00 ,2,25,2,2,1125,1125,2,1125
25189472,Near North Side,41.89213,-87.61548,Entire home/apt,6,2 baths,2,2,$165.00 ,2,333,2,5,1125,1125,4.7,1125
25191501,West Town,41.8943,-87.66034,Entire home/apt,3,1 bath,1,2,$81.00 ,1,1125,2,4,3,1125,3,954
25191782,Douglas,41.83682,-87.61674,Entire home/apt,4,1 bath,1,2,$135.00 ,2,30,2,2,1125,1125,2,1125
25192243,Near South Side,41.86014,-87.6286,Entire home/apt,4,2 baths,2,2,$550.00 ,3,1125,3,3,1125,1125,3,1125
25213372,Near West Side,41.87776,-87.67925,Shared room,2,3 shared baths,1,1,$24.00 ,2,25,2,2,1125,1125,2,1125
25213814,Near West Side,41.87569,-87.67904,Private room,4,3 shared baths,1,3,$32.00 ,2,30,2,2,1125,1125,2,1125
25226706,Avondale,41.9345,-87.72006,Entire home/apt,4,1 bath,2,2,$99.00 ,14,1125,14,14,1125,1125,14,1125
25232674,Avondale,41.93926,-87.72058,Entire home/apt,16,4 baths,12,17,$571.00 ,2,1125,2,2,1125,1125,2,1125
25233798,Near West Side,41.87632,-87.68113,Private room,4,3 shared baths,1,1,$30.00 ,2,30,2,2,1125,1125,2,1125
25236101,Irving Park,41.94396,-87.73493,Entire home/apt,5,1 bath,2,2,$103.00 ,2,1125,2,2,1125,1125,2,1125
25238570,Near North Side,41.9064,-87.63715,Entire home/apt,16,4 baths,4,9,$613.00 ,2,1125,2,2,1125,1125,2,1125
25244851,West Town,41.90285,-87.69069,Entire home/apt,2,1 bath,,1,$94.00 ,2,1125,2,2,1125,1125,2,1125
25256823,Edgewater,41.98773,-87.67004,Entire home/apt,6,1 bath,2,3,$144.00 ,3,1125,2,3,1125,1125,3,1125
25264110,Near West Side,41.87566,-87.68038,Private room,8,3 shared baths,3,3,$130.00 ,1,14,2,2,14,14,2,14
25264330,West Town,41.89315,-87.67845,Entire home/apt,4,1 bath,2,3,$133.00 ,1,4,2,2,4,4,2,4
25292554,Avondale,41.93413,-87.70511,Entire home/apt,4,1 bath,1,2,$63.00 ,1,29,2,2,1125,1125,2,1125
25293703,Lake View,41.94472,-87.65031,Entire home/apt,7,1 bath,5,5,$213.00 ,2,1125,2,2,1125,1125,2,1125
25318166,Lake View,41.9371,-87.66278,Entire home/apt,3,1 bath,2,2,$89.00 ,3,60,3,3,60,60,3,60
25324512,Logan Square,41.92965,-87.71293,Entire home/apt,1,1 bath,,1,"$1,095.00 ",30,31,30,30,1125,1125,30,1125
25364755,Uptown,41.96549,-87.6592,Entire home/apt,2,1 bath,1,1,$99.00 ,1,1125,2,2,1125,1125,2,1125
25364757,Uptown,41.96549,-87.6592,Entire home/apt,2,1 bath,,1,$91.00 ,1,1125,2,2,1125,1125,2,1125
25367014,West Town,41.91066,-87.68914,Entire home/apt,16,3.5 baths,5,11,"$1,187.00 ",3,1125,2,3,1125,1125,2.8,1125
25376091,Lower West Side,41.85414,-87.67204,Entire home/apt,6,1 bath,2,2,$80.00 ,2,1125,2,2,1125,1125,2,1125
25404235,Lincoln Park,41.91353,-87.64256,Entire home/apt,6,1 bath,2,2,$258.00 ,1,1125,2,2,1125,1125,2,1125
25418535,Edgewater,41.98526,-87.67212,Private room,2,1 shared bath,1,1,$35.00 ,1,1125,2,2,1125,1125,2,1125
25424970,Lincoln Square,41.97115,-87.68683,Entire home/apt,6,1 bath,3,4,$146.00 ,3,1125,2,3,30,1125,2.6,1120
