id,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm
3731110,Near North Side,41.90252,-87.63079,Entire home/apt,3,1 bath,,1,$100.00 ,2,21,2,2,1125,1125,2,1125
3742513,West Ridge,42.0168,-87.68771,Shared room,2,2 shared baths,1,1,$16.00 ,1,1125,2,2,1125,1125,2,1125
3761023,Bridgeport,41.83615,-87.64638,Entire home/apt,4,1 bath,1,3,$65.00 ,4,1125,4,4,1125,1125,4,1125
3783099,Uptown,41.9733,-87.6516,Private room,2,1 bath,1,1,$50.00 ,30,1125,30,30,1125,1125,30,1125
3783533,Humboldt Park,41.898048,-87.702972,Entire home/apt,6,1 bath,2,3,$105.00 ,2,180,2,2,1125,1125,2,1125
3792844,Loop,41.877,-87.63055,Private room,1,1 private bath,1,2,$56.00 ,30,90,30,30,1125,1125,30,1125
3797518,South Shore,41.771,-87.57502,Private room,2,1 shared bath,1,1,$100.00 ,3,7,3,3,7,7,3,7
3811926,West Lawn,41.78392,-87.72921,Private room,2,1 shared bath,1,1,$35.00 ,1,1125,2,2,1125,1125,2,1125
3826514,West Town,41.91364,-87.67103,Entire home/apt,4,2 baths,2,2,$132.00 ,3,30,3,3,1125,1125,3,1125
3828422,Lake View,41.94842,-87.64798,Private room,1,1 shared bath,1,1,$66.00 ,1,1125,2,2,1125,1125,2,1125
3835961,West Ridge,42.00544,-87.68377,Private room,1,1 private bath,1,1,$55.00 ,3,7,3,3,7,7,3,7
3870522,Uptown,41.97351,-87.66574,Entire home/apt,6,1 bath,2,2,$133.00 ,5,1125,4,5,1125,1125,4.9,1125
3897045,Near North Side,41.89637,-87.62726,Entire home/apt,2,1 bath,1,1,$70.00 ,32,365,7,32,1125,1125,30.7,1125
3924599,Grand Boulevard,41.8198,-87.61423,Entire home/apt,1,1 bath,1,1,$131.00 ,32,1125,32,32,1125,1125,32,1125
3946324,Dunning,41.94306,-87.79432,Private room,2,1 shared bath,1,1,$95.00 ,3,180,3,3,1125,1125,3,1125
3951336,Near North Side,41.89874,-87.61862,Entire home/apt,1,1 bath,1,1,$110.00 ,5,1125,5,5,1125,1125,5,1125
3962072,Near West Side,41.88503,-87.68664,Entire home/apt,8,1 bath,2,2,$117.00 ,3,1125,3,3,1125,1125,3,1125
3979385,Uptown,41.95669,-87.64847,Entire home/apt,4,1 bath,2,2,$125.00 ,2,1125,2,2,1125,1125,2,1125
3979425,West Town,41.9011,-87.69184,Entire home/apt,4,2.5 baths,1,2,$135.00 ,3,1125,3,3,1125,1125,3,1125
3984383,Hyde Park,41.78934,-87.58946,Private room,2,1.5 shared baths,1,1,$59.00 ,1,7,2,2,7,7,2,7
4021636,Near North Side,41.9032,-87.63664,Private room,2,1.5 shared baths,1,,$101.00 ,2,31,2,2,1125,1125,2,1125
4051574,Lake View,41.9391,-87.64573,Private room,2,1 private bath,1,2,$79.00 ,1,1125,2,2,1125,1125,2,1125
4051584,Lake View,41.94047,-87.64578,Entire home/apt,4,2 baths,2,2,$132.00 ,3,1125,3,3,1125,1125,3,1125
4067870,Lower West Side,41.84828,-87.68021,Private room,1,1.5 shared baths,1,1,$86.00 ,2,180,2,2,1125,1125,2,1125
4075630,West Town,41.90384,-87.66765,Entire home/apt,3,1 bath,1,2,$115.00 ,3,1125,3,3,1125,1125,3,1125
4083903,Grand Boulevard,41.80392,-87.6108,Entire home/apt,4,1 bath,2,2,$150.00 ,1,1125,2,2,1125,1125,2,1125
4096995,Uptown,41.96264,-87.67296,Private room,2,1 shared bath,1,6,$54.00 ,4,50,4,6,50,50,4.3,50
4105283,Edgewater,41.99701,-87.66099,Entire home/apt,2,1 bath,1,1,$42.00 ,20,50,20,20,50,50,20,50
4112130,West Town,41.90383,-87.66547,Entire home/apt,4,1 bath,2,2,$102.00 ,3,1125,3,3,1125,1125,3,1125
4150121,Lake View,41.94987,-87.64611,Entire home/apt,2,1 bath,1,1,$106.00 ,1,1125,2,2,1125,1125,2,1125
4178970,Lake View,41.93297,-87.65748,Entire home/apt,5,1 bath,2,2,$182.00 ,3,35,3,3,35,35,3,35
4183886,Near North Side,41.89448,-87.61678,Entire home/apt,6,2 baths,2,2,$403.00 ,3,31,2,3,1125,1125,2.6,1125
4214683,Irving Park,41.95107,-87.71005,Private room,2,1 shared bath,1,1,$69.00 ,2,89,2,3,1125,1125,2.3,1125
4218075,West Town,41.89698,-87.68679,Entire home/apt,4,3 baths,2,2,$399.00 ,5,1125,5,5,1125,1125,5,1125
4227003,Loop,41.87346,-87.62843,Entire home/apt,3,1 bath,1,2,$139.00 ,3,180,3,3,1125,1125,3,1125
4243309,Lake View,41.94124,-87.64941,Private room,2,1 private bath,1,1,$84.00 ,1,1125,2,2,1125,1125,2,1125
4243905,Logan Square,41.9254,-87.69753,Entire home/apt,4,2 baths,2,2,$250.00 ,7,60,7,7,60,60,7,60
4257285,Edgewater,41.99632,-87.66385,Private room,1,1 shared bath,1,1,$65.00 ,2,14,2,2,14,14,2,14
4263439,Near North Side,41.90564,-87.6294,Entire home/apt,2,1 bath,1,1,$138.00 ,3,1125,2,3,1125,1125,2.4,1125
4278432,Lincoln Square,41.96833,-87.68547,Entire home/apt,5,1 bath,2,2,$150.00 ,3,30,3,3,30,30,3,30
4278818,Grand Boulevard,41.81873,-87.61387,Entire home/apt,1,1 bath,1,1,$100.00 ,32,120,32,32,1125,1125,32,1125
4302460,Logan Square,41.91869,-87.70641,Entire home/apt,5,1 bath,2,1,$61.00 ,1,1125,2,2,1125,1125,2,1125
4310601,West Town,41.8905,-87.68672,Entire home/apt,4,1 bath,2,2,$114.00 ,2,1125,2,2,1125,1125,2,1125
4335812,Grand Boulevard,41.81793,-87.61291,Private room,1,1.5 baths,1,1,$100.00 ,35,90,35,35,1125,1125,35,1125
4359719,Forest Glen,41.99698,-87.76141,Entire home/apt,2,1 bath,1,1,$36.00 ,1,1125,2,2,1125,1125,2,1125
4365466,West Ridge,42.01653,-87.68788,Shared room,2,2 shared baths,1,1,$16.00 ,1,900,2,2,1125,1125,2,1125
4370895,Near North Side,41.90487,-87.62747,Entire home/apt,7,1 bath,2,3,$263.00 ,10,1125,10,10,1125,1125,10,1125
4394093,Lake View,41.95518,-87.66999,Private room,2,1 private bath,1,1,$75.00 ,3,1125,3,3,1125,1125,3,1125
4394224,Lower West Side,41.85084,-87.67969,Private room,2,1 private bath,1,2,$50.00 ,7,180,7,7,180,180,7,180
4417718,Irving Park,41.96114,-87.70514,Private room,1,1 private bath,1,1,$36.00 ,30,1125,30,30,1125,1125,30,1125
4457161,North Center,41.95931,-87.67795,Entire home/apt,6,1 bath,3,3,$199.00 ,2,1125,2,2,1125,1125,2,1125
4484723,Near North Side,41.90317,-87.63392,Entire home/apt,2,1 bath,1,1,$95.00 ,30,60,30,30,60,60,30,60
4503414,Armour Square,41.85565,-87.63322,Private room,1,0 shared baths,1,1,$35.00 ,3,1125,3,3,1125,1125,3,1125
4567558,Irving Park,41.95501,-87.73814,Private room,3,1 shared bath,2,2,$79.00 ,1,1125,2,2,1125,1125,2,1125
4592031,Uptown,41.96574,-87.65747,Private room,4,2.5 shared baths,2,2,$80.00 ,1,28,2,2,28,28,2,28
4598631,West Town,41.9116,-87.66693,Entire home/apt,8,2 baths,2,6,$167.00 ,2,45,2,2,1125,1125,2,1125
4631385,Rogers Park,42.00969,-87.66291,Entire home/apt,5,1 bath,1,3,$80.00 ,3,1125,3,3,1125,1125,3,1125
4632510,West Town,41.90376,-87.69556,Entire home/apt,4,1 bath,2,2,$91.00 ,7,1125,7,7,1125,1125,7,1125
4644849,Uptown,41.95904,-87.64822,Entire home/apt,4,1 bath,2,2,$175.00 ,2,1125,2,2,1125,1125,2,1125
4667333,Logan Square,41.92118,-87.68678,Private room,2,1 shared bath,1,2,$58.00 ,1,1125,2,2,1125,1125,2,1125
4689162,Albany Park,41.96109,-87.72917,Entire home/apt,3,1 bath,1,2,$108.00 ,2,1125,2,2,1125,1125,2,1125
4708477,Lake View,41.94111,-87.66849,Entire home/apt,3,1.5 baths,1,1,$200.00 ,2,21,2,2,21,21,2,21
4720091,Lake View,41.93376,-87.6508,Entire home/apt,2,1 bath,,1,$162.00 ,5,55,5,5,55,55,5,55
4730797,Logan Square,41.92125,-87.70158,Private room,3,1 shared bath,1,2,$53.00 ,3,1125,3,3,1125,1125,3,1125
4731523,Logan Square,41.92286,-87.70154,Private room,3,1 shared bath,1,2,$51.00 ,3,180,3,3,180,180,3,180
4777997,South Deering,41.7221,-87.57825,Entire home/apt,6,1 bath,3,3,$150.00 ,3,30,3,3,30,30,3,30
4785815,Lake View,41.94207,-87.64757,Entire home/apt,3,1 bath,1,,$105.00 ,5,1124,5,5,1124,1124,5,1124
4786970,West Town,41.90992,-87.67521,Private room,2,1.5 shared baths,1,1,$118.00 ,1,32,2,2,32,32,2,32
4793938,Uptown,41.97106,-87.66777,Hotel room,5,,2,2,$258.00 ,2,1125,2,2,1125,1125,2,1125
4803582,West Town,41.90596,-87.67569,Entire home/apt,2,1 bath,1,1,$130.00 ,2,1125,2,2,1125,1125,2,1125
4823301,Lake View,41.94544,-87.65169,Entire home/apt,4,1 bath,1,2,$145.00 ,2,1125,2,2,1125,1125,2,1125
4840199,Uptown,41.97095,-87.66798,Entire home/apt,7,2 baths,3,4,$479.00 ,4,900,4,4,900,900,4,900
4840753,Uptown,41.97106,-87.66777,Private room,2,1 private bath,1,1,$170.00 ,3,1125,2,3,1125,1125,2.4,1125
4852830,Lincoln Park,41.91233,-87.65146,Private room,2,1 shared bath,1,1,$105.00 ,2,1125,2,2,1125,1125,2,1125
4872152,West Town,41.90637,-87.68954,Private room,2,1 shared bath,1,1,$33.00 ,1,1125,2,2,1125,1125,2,1125
4907692,Lincoln Square,41.96688,-87.69876,Entire home/apt,4,2 baths,2,,$105.00 ,5,90,5,5,90,90,5,90
4923963,Grand Boulevard,41.80944,-87.61664,Entire home/apt,5,1 bath,1,2,$99.00 ,2,1125,2,2,1125,1125,2,1125
4925062,Pullman,41.687,-87.6076,Private room,1,1 shared bath,1,1,$50.00 ,2,1125,2,2,1125,1125,2,1125
5014976,Uptown,41.97,-87.66865,Entire home/apt,7,2 baths,3,3,$999.00 ,3,365,3,3,365,365,3,365
5074013,Near North Side,41.89295,-87.62217,Entire home/apt,4,1 bath,2,2,$250.00 ,2,1125,2,2,1125,1125,2,1125
5102125,West Town,41.89492,-87.65926,Private room,2,1.5 shared baths,1,1,$71.00 ,1,30,2,2,1125,1125,2,1125
5117490,West Town,41.89998,-87.69244,Private room,4,2 shared baths,1,2,$88.00 ,2,1125,2,2,1125,1125,2,1125
5126218,Logan Square,41.92026,-87.67979,Entire home/apt,6,2.5 baths,3,3,$150.00 ,30,1125,30,30,1125,1125,30,1125
5195252,West Town,41.90451,-87.67943,Private room,2,1 private bath,1,1,$53.00 ,2,1125,2,2,1125,1125,2,1125
5205377,West Town,41.90434,-87.67967,Private room,2,1 shared bath,1,1,$49.00 ,2,1125,2,2,1125,1125,2,1125
5210927,West Town,41.89329,-87.68574,Entire home/apt,2,1 bath,1,1,$111.00 ,2,60,2,2,1125,1125,2,1125
5210931,West Town,41.89053,-87.68084,Entire home/apt,2,2 baths,1,2,$179.00 ,30,1125,30,30,1125,1125,30,1125
5231461,West Town,41.90168,-87.693,Entire home/apt,4,2 baths,2,2,$150.00 ,3,30,3,3,30,30,3,30
5273709,Lower West Side,41.85751,-87.66817,Entire home/apt,6,1 bath,1,3,$55.00 ,3,1125,3,3,1125,1125,3,1125
5283285,Lower West Side,41.85707,-87.67082,Private room,2,1 shared bath,1,1,$25.00 ,2,100,2,2,100,100,2,100
5297152,Hyde Park,41.79857,-87.59814,Private room,1,1 private bath,1,1,$70.00 ,14,1125,4,14,1125,1125,12.7,1125
5320006,Near West Side,41.86971,-87.65939,Entire home/apt,3,1 bath,2,2,$104.00 ,50,1125,50,50,1125,1125,50,1125
5321981,West Town,41.9086,-87.67684,Private room,2,1 shared bath,1,1,$119.00 ,1,60,2,2,60,60,2,60
5328080,Rogers Park,42.00227,-87.66744,Entire home/apt,6,2 baths,2,3,$181.00 ,2,60,2,2,60,60,2,60
5359984,West Town,41.89558,-87.66585,Entire home/apt,8,2.5 baths,3,5,$120.00 ,3,45,3,4,1125,1125,3,1125
5406217,Logan Square,41.92723,-87.70807,Entire home/apt,2,2 baths,1,1,$159.00 ,2,1125,2,2,1125,1125,2,1125
5414283,Hyde Park,41.79811,-87.58794,Private room,1,1 shared bath,1,2,$69.00 ,32,365,32,32,365,365,32,365
5480976,Logan Square,41.91924,-87.69361,Entire home/apt,6,1 bath,2,3,$198.00 ,1,1124,2,4,3,1125,3,963.7
5496659,South Shore,41.76477,-87.57182,Private room,10,1 shared bath,1,6,$400.00 ,3,355,3,3,355,355,3,355
5537682,Lincoln Park,41.92032,-87.66153,Entire home/apt,7,2 baths,2,3,$228.00 ,2,180,2,2,1125,1125,2,1125
5537683,Lincoln Park,41.92061,-87.66324,Entire home/apt,6,1.5 baths,2,4,$190.00 ,2,1125,2,2,1125,1125,2,1125
5571262,West Town,41.89738,-87.67208,Entire home/apt,6,2.5 baths,3,3,$189.00 ,3,1125,3,3,1125,1125,3,1125
5576190,South Shore,41.76302,-87.57186,Private room,2,1 shared bath,1,1,$28.00 ,5,1125,5,5,1125,1125,5,1125
5576191,South Shore,41.76257,-87.57225,Private room,4,1 shared bath,1,1,$23.00 ,3,1125,3,3,1125,1125,3,1125
5601166,West Town,41.89542,-87.67496,Private room,2,1.5 baths,1,1,$125.00 ,4,200,3,5,200,200,4,200
5629872,Logan Square,41.92693,-87.71266,Entire home/apt,6,3.5 baths,3,3,$500.00 ,2,1125,2,2,1125,1125,2,1125
5645139,Uptown,41.9693,-87.65918,Private room,2,1 private bath,1,1,$84.00 ,3,1125,3,3,1125,1125,3,1125
5694572,Lincoln Park,41.92229,-87.64234,Entire home/apt,4,2 baths,2,2,$167.00 ,32,180,32,32,1125,1125,32,1125
5712768,Logan Square,41.91896,-87.69105,Entire home/apt,12,2 baths,5,6,$278.00 ,1,1124,2,4,3,1125,3,978.3
5748576,West Ridge,41.98658,-87.69528,Entire home/apt,8,1.5 baths,3,4,$168.00 ,2,1125,2,3,1125,1125,2.4,1125
5785758,South Lawndale,41.85253,-87.69803,Private room,1,1 shared bath,1,1,$59.00 ,27,365,27,27,365,365,27,365
5804791,South Lawndale,41.8544,-87.69845,Private room,1,1 shared bath,1,1,$48.00 ,25,1125,25,25,1125,1125,25,1125
5805991,South Lawndale,41.85436,-87.69681,Private room,1,1 shared bath,1,1,$62.00 ,28,1125,28,28,1125,1125,28,1125
5807478,South Lawndale,41.85276,-87.69828,Private room,1,1 shared bath,1,1,$85.00 ,15,1125,15,15,1125,1125,15,1125
5807548,South Lawndale,41.85442,-87.69695,Private room,1,1 shared bath,1,1,$75.00 ,15,1125,15,15,1125,1125,15,1125
5814832,Lincoln Square,41.97078,-87.67714,Entire home/apt,2,1 bath,1,,$79.00 ,2,1125,2,2,1125,1125,2,1125
5836043,West Town,41.89942,-87.67528,Entire home/apt,4,2 baths,2,2,$165.00 ,7,1125,7,7,1125,1125,7,1125
5850897,Grand Boulevard,41.81436,-87.61289,Private room,6,2.5 shared baths,3,3,$124.00 ,2,1125,2,2,1125,1125,2,1125
5851115,West Garfield Park,41.87669,-87.72146,Entire home/apt,10,1 bath,3,3,$53.00 ,1,25,2,2,25,25,2,25
5861971,East Garfield Park,41.8867,-87.70783,Entire home/apt,4,1 bath,,3,$65.00 ,3,100,3,3,100,100,3,100
5869607,West Town,41.88987,-87.68237,Entire home/apt,2,1.5 baths,1,1,$214.00 ,14,1125,14,14,1125,1125,14,1125
5874798,Lake View,41.93955,-87.65904,Private room,2,1 private bath,1,1,$86.00 ,2,1125,2,2,1125,1125,2,1125
5882164,Near North Side,41.89862,-87.62138,Entire home/apt,4,2 baths,2,2,$180.00 ,31,1125,31,31,1125,1125,31,1125
5933672,Near West Side,41.88668,-87.64266,Entire home/apt,3,2 baths,2,2,$185.00 ,90,1125,90,90,1125,1125,90,1125
5977874,West Town,41.90361,-87.66755,Entire home/apt,4,1 bath,2,2,$102.00 ,3,1125,3,3,1125,1125,3,1125
5980645,Hermosa,41.93483,-87.74135,Private room,1,1 shared bath,1,2,$30.00 ,60,60,30,60,60,60,38.6,60
5996942,Mckinley Park,41.82983,-87.67544,Entire home/apt,2,1 bath,1,2,$52.00 ,2,1125,2,2,1125,1125,2,1125
6014028,Douglas,41.83674,-87.62086,Private room,2,1 private bath,1,1,$86.00 ,2,1125,2,2,1125,1125,2,1125
6014128,Loop,41.87132,-87.63146,Entire home/apt,4,2 baths,2,2,$200.00 ,60,1124,60,60,1124,1124,60,1124
6026996,Rogers Park,42.01186,-87.6643,Entire home/apt,4,1 bath,1,,$80.00 ,3,1125,3,3,1125,1125,3,1125
6039038,West Ridge,42.01653,-87.68788,Shared room,2,2 shared baths,1,1,$12.00 ,1,900,2,2,1125,1125,2,1125
6045978,North Center,41.94614,-87.68242,Entire home/apt,8,2 baths,3,3,$201.00 ,1,1125,2,5,1125,1125,2.4,1125
6051322,Uptown,41.97183,-87.66786,Private room,3,1 private bath,1,1,$219.00 ,3,28,3,3,28,28,3,28
6053269,Uptown,41.97106,-87.66777,Private room,5,2 baths,2,2,$336.00 ,3,1125,3,3,1125,1125,3,1125
6057908,Lake View,41.93886,-87.65391,Entire home/apt,5,1 bath,2,5,$126.00 ,2,1125,2,2,1125,1125,2,1125
6065318,North Center,41.94815,-87.68459,Private room,2,1 private bath,1,1,$89.00 ,2,31,2,2,1125,1125,2,1125
6086065,Logan Square,41.92428,-87.69222,Entire home/apt,4,1 bath,2,3,$119.00 ,2,1125,2,2,1125,1125,2,1125
6103492,Portage Park,41.95993,-87.74773,Entire home/apt,3,2 baths,2,2,$99.00 ,7,1125,7,7,1125,1125,7,1125
6104268,West Town,41.90003,-87.6626,Entire home/apt,4,2 baths,2,2,$278.00 ,1,1124,2,4,3,1125,3,966.1
6133986,Near West Side,41.88796,-87.6445,Entire home/apt,3,1 bath,1,2,$279.00 ,2,1111,2,2,1111,1111,2,1111
6153674,North Center,41.94078,-87.68115,Entire home/apt,8,2 baths,3,3,$185.00 ,2,1125,2,5,1125,1125,2.3,1125
6156931,Loop,41.88767,-87.61596,Entire home/apt,4,2 baths,2,2,$200.00 ,60,1124,60,60,1124,1124,60,1124
6166734,Edgewater,41.99491,-87.66146,Private room,4,1 private bath,1,2,$90.00 ,1,30,2,2,30,30,2,30
6185638,Avondale,41.94165,-87.71665,Private room,2,0 shared baths,1,1,$85.00 ,1,1125,2,2,1125,1125,2,1125
6229085,West Town,41.89364,-87.66483,Entire home/apt,8,3 baths,3,3,$298.00 ,2,1125,2,2,1125,1125,2,1125
6232258,Humboldt Park,41.90937,-87.71079,Entire home/apt,6,1 bath,2,3,$166.00 ,3,30,3,4,3,1125,3,961.3
6274340,Hyde Park,41.79884,-87.58988,Private room,2,1 private bath,1,1,$60.00 ,10,90,10,10,1125,1125,10,1125
6277018,Logan Square,41.91487,-87.70154,Private room,2,1 private bath,1,1,$129.00 ,2,7,2,2,7,7,2,7
6288917,Dunning,41.94296,-87.79582,Private room,3,1 private bath,2,3,$125.00 ,2,400,2,2,1125,1125,2,1125
6362890,Near North Side,41.90974,-87.63133,Entire home/apt,4,1 bath,1,2,$80.00 ,28,1125,28,28,1125,1125,28,1125
6363328,Lincoln Square,41.96857,-87.69577,Entire home/apt,2,1 bath,,1,$70.00 ,3,365,3,3,365,365,3,365
6365974,Hegewisch,41.65064,-87.54074,Entire home/apt,3,1 bath,2,2,$99.00 ,2,1125,2,2,1125,1125,2,1125
6374350,North Center,41.94812,-87.68333,Private room,2,1 private bath,1,1,$73.00 ,2,1125,2,2,1125,1125,2,1125
6374890,West Town,41.89972,-87.69722,Entire home/apt,2,1 bath,1,1,$95.00 ,30,1125,2,30,1125,1125,27.9,1125
6375348,Douglas,41.83267,-87.60901,Private room,4,1 private bath,1,2,$71.00 ,3,21,3,3,1125,1125,3,1125
6376734,Loop,41.87347,-87.62993,Entire home/apt,4,2 baths,2,2,$175.00 ,60,365,60,60,365,365,60,365
6378085,Irving Park,41.95185,-87.70459,Entire home/apt,4,1 bath,2,3,$134.00 ,3,1125,3,3,1125,1125,3,1125
6396451,Near West Side,41.86156,-87.64676,Entire home/apt,4,2 baths,2,2,$150.00 ,2,1125,2,2,1125,1125,2,1125
6419072,Irving Park,41.95533,-87.73082,Entire home/apt,2,2 baths,2,1,$69.00 ,6,45,6,6,45,45,6,45
6419804,Lincoln Park,41.92254,-87.65146,Entire home/apt,4,1 bath,1,2,$79.00 ,2,7,2,2,1125,1125,2,1125
6423299,West Town,41.8948,-87.65661,Entire home/apt,8,2 baths,3,4,$190.00 ,1,1125,2,5,1125,1125,3.5,1125
6447131,Near North Side,41.8972,-87.63442,Entire home/apt,6,2 baths,2,2,$149.00 ,31,186,31,31,186,186,31,186
6460914,West Ridge,42.00651,-87.68432,Entire home/apt,2,1 bath,1,1,$82.00 ,5,70,5,5,70,70,5,70
6472628,Lower West Side,41.84998,-87.67714,Private room,1,1.5 shared baths,1,1,$56.00 ,3,1125,3,3,1125,1125,3,1125
6480445,Avondale,41.93395,-87.71078,Entire home/apt,6,1 bath,3,3,$134.00 ,2,75,2,2,75,75,2,75
6488146,Loop,41.88581,-87.61744,Entire home/apt,4,2 baths,2,2,$200.00 ,30,1125,30,30,1125,1125,30,1125
6499322,Armour Square,41.84883,-87.63256,Entire home/apt,6,1 bath,2,2,$80.00 ,2,30,2,2,1125,1125,2,1125
6504170,West Town,41.89867,-87.67012,Entire home/apt,4,1 bath,2,2,$147.00 ,5,1125,3,5,1125,1125,5,1125
6515667,Lincoln Park,41.91268,-87.63895,Entire home/apt,6,1 bath,2,2,$219.00 ,2,1125,2,5,1125,1125,2.3,1125
6528643,North Center,41.94342,-87.68121,Entire home/apt,6,2 baths,2,2,$175.00 ,2,1125,2,5,1125,1125,2.3,1125
6528832,Lincoln Park,41.91285,-87.63864,Entire home/apt,6,2 baths,2,3,$213.00 ,2,1125,2,5,1125,1125,2.3,1125
6528867,Lincoln Park,41.91285,-87.63864,Entire home/apt,6,2 baths,2,2,$216.00 ,1,1125,2,5,1125,1125,2.3,1125
6528967,North Center,41.94078,-87.68115,Entire home/apt,8,2 baths,3,3,$201.00 ,2,1125,2,5,1125,1125,2.3,1125
6552046,Lower West Side,41.84827,-87.676,Private room,1,1.5 shared baths,1,1,$53.00 ,3,1125,3,3,1125,1125,3,1125
6553226,West Town,41.90223,-87.67265,Entire home/apt,2,2 baths,1,1,$221.00 ,3,90,3,3,1125,1125,3,1125
6576714,Woodlawn,41.77555,-87.59546,Private room,3,1 shared bath,1,1,$57.00 ,1,1125,2,2,1125,1125,2,1125
6577697,Logan Square,41.9302,-87.70842,Entire home/apt,6,1 bath,2,2,$175.00 ,7,1125,7,7,1125,1125,7,1125
6588681,Logan Square,41.9305,-87.70307,Entire home/apt,2,1 bath,,1,$66.00 ,2,30,2,2,30,30,2,30
6612044,Lincoln Square,41.97104,-87.69654,Entire home/apt,4,1 bath,1,1,$85.00 ,2,1125,2,2,1125,1125,2,1125
6613959,Hyde Park,41.7988,-87.59439,Private room,3,2 baths,1,3,$50.00 ,1,1125,2,2,1125,1125,2,1125
6622853,Lincoln Park,41.91601,-87.64446,Entire home/apt,4,1 bath,1,1,$175.00 ,4,1124,4,4,1125,1125,4,1125
6634916,Lincoln Square,41.97186,-87.69521,Private room,3,1 private bath,2,2,$78.00 ,2,14,2,2,14,14,2,14
6644005,Lake View,41.94331,-87.6486,Entire home/apt,4,2 baths,2,2,$428.00 ,1,1125,2,2,1125,1125,2,1125
6654182,Near North Side,41.90409,-87.63316,Entire home/apt,2,1 bath,1,1,$75.00 ,30,1125,30,30,1125,1125,30,1125
6673071,Lincoln Park,41.92909,-87.66318,Entire home/apt,7,3 baths,4,4,$599.00 ,30,90,30,30,1125,1125,30,1125
6686012,Logan Square,41.92445,-87.70271,Entire home/apt,4,1 bath,2,3,$132.00 ,2,28,2,2,1125,1125,2,1125
6690014,Lake View,41.93969,-87.64367,Entire home/apt,3,1 bath,1,1,$199.00 ,2,1125,2,2,1125,1125,2,1125
6699565,Dunning,41.94201,-87.79608,Private room,2,2 shared baths,1,1,$95.00 ,3,180,3,3,1125,1125,3,1125
6705053,Loop,41.88484,-87.61654,Entire home/apt,8,2 baths,3,3,$296.00 ,3,999,2,5,1125,1125,4.7,1125
6713251,North Center,41.94099,-87.68047,Entire home/apt,6,2 baths,2,3,$193.00 ,2,1125,2,5,1125,1125,2.3,1125
6716477,North Center,41.94072,-87.68115,Entire home/apt,8,2 baths,3,3,$169.00 ,2,1125,2,5,1125,1125,2.3,1125
6716705,North Center,41.94072,-87.68115,Entire home/apt,8,2 baths,3,3,$215.00 ,2,1125,2,5,1125,1125,2.4,1125
6724355,Woodlawn,41.78355,-87.61363,Private room,2,1 private bath,2,1,$67.00 ,2,1125,2,2,1125,1125,2,1125
6729727,Uptown,41.97044,-87.65735,Private room,2,1 shared bath,1,1,$65.00 ,1,1125,2,2,1125,1125,2,1125
6732036,Lower West Side,41.8555,-87.64535,Entire home/apt,6,1 bath,2,4,$133.00 ,2,1125,2,2,1125,1125,2,1125
6736478,Grand Boulevard,41.81754,-87.61305,Private room,1,1.5 baths,1,1,$105.00 ,35,90,35,35,1125,1125,35,1125
6750168,West Town,41.91306,-87.66797,Entire home/apt,7,1 bath,2,4,$181.00 ,2,45,2,3,1125,1125,2.1,1125
6757098,West Town,41.8933,-87.67641,Entire home/apt,5,1 bath,2,3,$145.00 ,2,90,2,2,1125,1125,2,1125
6764230,Washington Park,41.78475,-87.621,Private room,2,1 shared bath,,1,$40.00 ,1,1125,2,2,1125,1125,2,1125
6764244,Logan Square,41.9193,-87.71046,Entire home/apt,2,1 bath,1,1,$100.00 ,28,1125,28,28,1125,1125,28,1125
6764833,Washington Park,41.78591,-87.62264,Private room,2,1 shared bath,1,1,$63.00 ,1,1125,2,2,1125,1125,2,1125
6768827,Grand Boulevard,41.81844,-87.61503,Private room,1,1.5 baths,1,1,$83.00 ,35,90,35,35,1125,1125,35,1125
6773167,Greater Grand Crossing,41.76754,-87.62992,Private room,6,1.5 shared baths,3,3,$107.00 ,1,7,2,2,1125,1125,2,1125
6780171,North Center,41.9435,-87.67674,Entire home/apt,6,1 bath,2,2,$139.00 ,2,1125,2,5,1125,1125,2.3,1125
6782452,Edgewater,41.97654,-87.66111,Private room,2,1 private bath,1,1,$66.00 ,2,28,2,2,1125,1125,2,1125
6790448,Logan Square,41.92902,-87.72025,Private room,3,1 shared bath,1,2,$52.00 ,2,1125,2,2,1125,1125,2,1125
6793653,North Center,41.9435,-87.67674,Entire home/apt,10,2 baths,4,4,$206.00 ,2,1125,2,5,1125,1125,2.3,1125
6821346,West Town,41.90921,-87.67849,Entire home/apt,4,2 baths,2,2,$200.00 ,2,1125,2,2,1125,1125,2,1125
6824537,South Lawndale,41.85242,-87.697,Entire home/apt,2,1 bath,2,2,$100.00 ,25,1125,25,25,1125,1125,25,1125
6824722,South Lawndale,41.85232,-87.69652,Entire home/apt,3,1 bath,3,3,$295.00 ,25,1125,25,25,1125,1125,25,1125
6830348,Portage Park,41.96776,-87.76829,Entire home/apt,4,1 bath,1,2,$108.00 ,2,1125,2,4,2,1125,3.6,1104.7
6831232,Lake View,41.95411,-87.65383,Entire home/apt,2,1 bath,,1,$150.00 ,2,15,2,2,15,15,2,15
